"IP","Target C2","OpenPorts","Score(Inbound/Outbound)","Country","Scan Time"
"3.124.74.88","c2_meshagent","80","Critical/Critical","de","2025-08-14 00:20:28"
"52.240.159.173","c2_meshagent","443","Critical/Critical","us","2025-08-13 23:46:03"
"141.145.147.99","c2_mythic","443","Critical/Critical","us","2025-08-13 15:05:10"
"123.56.127.50","c2_havoc","80","Critical/Critical","cn","2025-08-10 14:18:26"
"185.71.235.34","c2_meshagent","443","Critical/Critical","cz","2025-08-13 23:25:41"
"185.179.190.32","c2_meshagent","443","Critical/Critical","ru","2025-08-13 23:22:01"
"196.251.84.186","c2_havoc","443","Critical/Critical","nl","2025-08-13 18:58:17"
"5.161.144.140","c2_havoc","443","Critical/Critical","us","2025-08-13 09:08:42"
"5.101.84.173","c2_havoc","443","Critical/Critical","ru","2025-08-08 10:02:28"
"34.47.138.207","c2_havoc","443","Critical/Critical","in","2025-08-13 15:50:32"
"3.129.196.147","c2_mythic","443","Critical/Critical","us","2025-08-13 21:23:24"
"34.73.197.22","c2_meshagent","443","Critical/Critical","us","2025-08-13 23:25:46"
"143.198.50.31","c2_havoc","443","Critical/Critical","us","2025-08-06 19:13:13"
"96.126.124.160","c2_mythic","443","Critical/Critical","us","2025-08-13 15:07:22"
"178.62.48.123","c2_havoc","443","Critical/Critical","gb","2025-08-11 06:29:24"
"139.196.124.207","c2_metasploit","443","Critical/Critical","cn","2025-08-13 22:02:41"
"93.115.20.114","c2_metasploit","3780","Critical/Critical","nl","2025-07-20 10:23:12"
"192.163.197.248","c2_mythic","443","Critical/Critical","us","2025-08-14 18:56:34"
"35.180.97.114","c2_havoc","80","Critical/Critical","fr","2025-08-10 14:18:26"
"13.235.97.70","c2_meshagent","443","Critical/Critical","in","2025-08-14 23:29:27"
"139.196.124.207","c2_metasploit","3780","Critical/Critical","cn","2025-07-20 10:23:12"
"141.145.147.99","c2_mythic","443","Critical/Critical","us","2025-08-14 21:30:37"
"47.245.101.46","c2_mythic","443","Critical/Critical","sg","2025-08-14 15:51:08"
"138.197.32.49","c2_havoc","443","Critical/Critical","us","2025-08-14 21:41:19"
"104.164.55.75","c2_havoc","443","Critical/Critical","us","2025-08-08 19:47:37"
"158.179.209.175","c2_covenant","7443","Critical/Critical","es","2025-07-23 09:02:18"
"3.130.126.182","c2_meshagent","443","Critical/Critical","us","2025-08-14 23:29:32"
"209.74.87.113","c2_mythic","443","Critical/Critical","us","2025-08-14 20:22:07"
"13.57.13.8","c2_meshagent","443","Critical/Critical","us","2025-08-14 23:38:37"
"52.173.79.98","c2_meshagent","80","Critical/Critical","us","2025-08-14 22:34:54"
"74.163.97.231","c2_havoc","443","Critical/Critical","br","2025-08-14 04:26:14"
"35.73.179.148","c2_havoc","443","Critical/Critical","jp","2025-08-14 11:13:12"
"121.174.58.14","c2_meshagent","80","Critical/Critical","kr","2025-08-14 22:35:16"
"47.83.134.97","c2_havoc","443","Critical/Critical","hk","2025-08-14 21:49:59"
"213.156.33.82","c2_meshagent","443","Critical/Critical","it","2025-08-14 22:29:57"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-08-13 18:41:39"
"129.213.203.206","c2_meshagent","9060","Critical/Critical","us","2025-08-14 22:20:15"
"3.11.144.113","c2_meshagent","80","Critical/Critical","gb","2025-08-15 01:53:08"
"3.90.201.175","c2_havoc","8443","Critical/Critical","us","2025-08-11 22:46:19"
"143.198.91.116","c2_havoc","443","Critical/Critical","sg","2025-08-09 15:03:13"
"120.26.54.101","c2_mythic","443","Critical/Moderate","cn","2025-08-14 21:46:28"
"123.56.127.50","c2_havoc","443","Critical/Critical","cn","2025-08-10 06:34:30"
"23.92.21.155","c2_meshagent","443","Critical/Critical","us","2025-08-15 00:17:55"
"210.2.169.213","c2_havoc","8443","Moderate/Low","pk","2025-08-11 11:00:58"
"34.219.200.70","c2_havoc","443","Critical/Critical","us","2025-08-11 06:29:24"
"212.87.213.113","c2_mythic","443","Critical/Critical","de","2025-08-14 21:36:57"
"213.47.217.68","c2_meshagent","443","Critical/Critical","at","2025-08-14 22:15:27"
"212.46.38.224","c2_havoc","80","Critical/Critical","es","2025-08-14 20:38:20"
"165.154.224.234","c2_havoc","443","Critical/Critical","hk","2025-08-13 17:11:45"
"192.223.27.22","c2_mythic","443","Critical/Critical","us","2025-08-14 18:05:53"
"150.136.25.249","c2_mythic","443","Critical/Critical","us","2025-08-14 17:57:32"
"3.6.25.212","c2_meshagent","80","Critical/Critical","in","2025-08-15 01:43:05"
"205.234.156.138","c2_metasploit","5555","Critical/Critical","us","2025-07-17 17:51:39"
"158.69.54.27","c2_mythic","80","Critical/Critical","ca","2025-08-14 20:16:29"
"3.106.225.186","c2_meshagent","443","Critical/Critical","au","2025-08-14 23:06:52"
"23.20.191.130","c2_mythic","80","Critical/Critical","us","2025-08-14 19:55:56"
"143.198.50.31","c2_havoc","443","Critical/Critical","us","2025-08-03 09:19:38"
"213.165.89.33","c2_meshagent","80","Critical/Critical","gb","2025-08-14 22:32:57"
"209.240.132.76","c2_mythic","443","Critical/Critical","us","2025-08-14 18:22:04"
"121.121.80.58","c2_meshagent","443","Critical/Critical","my","2025-08-14 22:29:21"
"147.182.165.92","c2_covenant","7443","Critical/Critical","us","2025-07-22 10:19:46"
"13.60.223.123","c2_meshagent","443","Critical/Critical","se","2025-08-14 22:40:13"
"45.55.123.49","c2_havoc","443","Critical/Critical","us","2025-08-14 05:32:08"
"8.219.136.28","c2_mythic","443","Critical/Critical","sg","2025-08-14 15:19:45"
"23.94.14.250","c2_mythic","443","Critical/Critical","us","2025-08-14 21:36:14"
"129.159.253.159","c2_meshagent","443","Critical/Critical","de","2025-08-14 22:17:41"
"13.61.8.206","c2_meshagent","443","Critical/Critical","se","2025-08-14 23:27:15"
"150.136.180.112","c2_mythic","443","Critical/Critical","us","2025-08-15 14:18:04"
"51.81.171.234","c2_havoc","443","Critical/Critical","us","2025-08-11 14:02:13"
"132.196.0.241","c2_meshagent","443","Critical/Critical","us","2025-08-15 22:19:07"
"143.198.50.31","c2_havoc","443","Critical/Critical","us","2025-08-03 06:28:53"
"64.226.72.125","c2_posh","443","Critical/Critical","de","2025-08-15 06:50:55"
"134.199.140.194","c2_meshagent","443","Critical/Critical","us","2025-08-15 22:33:37"
"158.179.209.175","c2_covenant","7443","Critical/Critical","es","2025-07-22 05:10:03"
"103.234.16.100","c2_metasploit","3790","Critical/Critical","bd","2025-08-15 00:15:15"
"154.89.148.135","c2_meshagent","80","Critical/Critical","sc","2025-08-15 22:30:26"
"138.197.118.128","c2_mythic","443","Critical/Critical","us","2025-08-15 15:36:14"
"150.136.101.139","c2_mythic","443","Critical/Critical","us","2025-08-15 14:16:32"
"4.180.20.2","c2_havoc","8443","Critical/Critical","nl","2025-08-11 11:00:58"
"212.46.38.224","c2_havoc","443","Critical/Critical","es","2025-08-15 14:27:25"
"111.231.69.51","c2_metasploit","3790","Critical/Critical","cn","2025-08-15 05:35:23"
"87.121.111.242","c2_meshagent","443","Critical/Critical","bg","2025-08-15 22:35:14"
"54.36.209.198","c2_meshagent","443","Critical/Critical","fr","2025-08-15 22:56:36"
"91.149.222.151","c2_havoc","443","Critical/Critical","de","2025-08-12 12:31:51"
"35.180.97.114","c2_havoc","443","Critical/Critical","fr","2025-08-08 19:47:37"
"47.251.23.76","c2_mythic","443","Critical/Critical","us","2025-08-15 15:42:50"
"121.199.0.54","c2_metasploit","3790","Critical/Critical","cn","2025-08-15 02:37:06"
"34.81.132.39","c2_metasploit","3790","Critical/Critical","tw","2025-08-14 22:44:26"
"159.100.19.139","c2_meshagent","443","Critical/Critical","de","2025-08-15 22:59:14"
"209.74.87.113","c2_mythic","443","Critical/Critical","us","2025-08-15 20:29:28"
"5.101.84.173","c2_havoc","443","Critical/Critical","ru","2025-08-07 09:36:40"
"156.244.7.169","c2_metasploit","3790","Critical/Critical","sg","2025-08-15 21:52:02"
"23.227.199.118","c2_havoc","443","Critical/Critical","us","2025-08-11 02:59:12"
"13.37.220.47","c2_havoc","443","Critical/Critical","fr","2025-08-14 10:49:36"
"147.182.187.72","c2_metasploit","3790","Critical/Critical","us","2025-08-15 16:11:27"
"84.230.14.79","c2_mythic","80","Critical/Critical","fi","2025-08-15 21:28:15"
"52.43.135.199","c2_mythic","80","Critical/Critical","us","2025-08-15 17:43:05"
"83.222.136.71","c2_meshagent","5265","Critical/Critical","ch","2025-08-15 22:28:28"
"184.168.21.97","c2_mythic","80","Critical/Critical","us","2025-08-15 15:27:44"
"109.172.90.162","c2_metasploit","3790","Critical/Critical","ru","2025-08-15 02:37:55"
"198.167.207.76","c2_havoc","443","Critical/Critical","se","2025-08-15 08:14:44"
"112.213.116.20","c2_metasploit","3790","Critical/Critical","hk","2025-08-15 02:00:19"
"87.193.224.4","c2_meshagent","443","Critical/Critical","de","2025-08-15 22:46:01"
"54.183.205.144","c2_meshagent","443","Critical/Critical","us","2025-08-15 23:34:29"
"185.196.11.206","c2_havoc","443","Critical/Critical","ch","2025-08-14 11:55:53"
"31.217.105.73","c2_meshagent","443","Critical/Critical","hr","2025-08-15 23:05:07"
"74.163.97.231","c2_havoc","443","Critical/Critical","br","2025-08-13 17:11:45"
"54.183.108.139","c2_meshagent","443","Critical/Critical","us","2025-08-16 00:19:30"
"194.69.162.205","c2_havoc","443","Critical/Critical","tr","2025-08-15 10:29:11"
"66.63.187.17","c2_havoc","443","Critical/Critical","us","2025-08-03 09:19:38"
"34.219.200.70","c2_havoc","443","Critical/Critical","us","2025-08-10 06:34:30"
"8.219.136.28","c2_mythic","443","Critical/Critical","sg","2025-08-15 15:26:31"
"87.98.252.145","c2_meshagent","443","Critical/Critical","fr","2025-08-15 22:53:19"
"93.93.129.174","c2_mythic","443","Critical/Safe","gb","2025-08-15 14:20:09"
"54.166.5.80","c2_meshagent","443","Critical/Critical","us","2025-08-15 22:18:34"
"86.54.42.217","c2_havoc","443","Critical/Critical","sc","2025-08-15 18:16:54"
"87.106.59.186","c2_meshagent","443","Critical/Critical","de","2025-08-15 22:50:36"
"5.196.65.91","c2_mythic","443","Critical/Critical","fr","2025-08-16 22:17:13"
"81.169.203.77","c2_mythic","443","Critical/Critical","de","2025-08-16 14:56:31"
"195.209.248.138","c2_metasploit","3790","Critical/Critical","ru","2025-08-16 07:29:52"
"178.62.48.123","c2_havoc","8443","Critical/Critical","gb","2025-08-11 11:00:58"
"202.154.57.243","c2_metasploit","3790","Critical/Critical","id","2025-08-16 09:07:06"
"143.198.91.116","c2_havoc","8080","Critical/Critical","sg","2025-08-10 04:43:31"
"158.179.209.175","c2_covenant","7443","Critical/Critical","es","2025-07-22 10:19:46"
"212.92.23.152","c2_metasploit","3790","Critical/Critical","hu","2025-08-16 10:43:18"
"91.231.186.27","c2_meshagent","443","Critical/Critical","gb","2025-08-16 23:43:14"
"91.99.17.116","C2","80","Critical/Critical","de","2025-08-16 23:48:35"
"87.106.179.157","c2_meshagent","443","Critical/Critical","de","2025-08-17 00:01:02"
"95.217.3.82","c2_mythic","443","Moderate/Moderate","fi","2025-08-16 19:10:39"
"85.215.221.231","c2_covenant","7443","Critical/Critical","de","2025-07-22 05:10:03"
"209.10.188.204","c2_metasploit","3790","Critical/Critical","us","2025-08-16 11:38:41"
"5.107.43.51","c2_meshagent","443","Critical/Critical","ae","2025-08-17 00:00:40"
"173.249.45.65","c2_havoc","8000","Critical/Critical","fr","2025-08-11 06:16:10"
"45.55.123.49","c2_havoc","443","Critical/Critical","us","2025-08-16 18:00:00"
"54.174.28.232","c2_mythic","443","Critical/Critical","us","2025-08-16 18:59:36"
"45.61.165.228","c2_metasploit","3790","Critical/Critical","us","2025-08-16 21:18:53"
"209.250.139.53","c2_metasploit","3790","Critical/Critical","ca","2025-08-16 11:08:29"
"62.234.73.27","c2_mythic","443","Critical/Critical","cn","2025-08-16 18:35:18"
"150.136.101.139","c2_mythic","443","Critical/Critical","us","2025-08-16 11:10:58"
"91.136.140.68","c2_meshagent","443","Critical/Critical","de","2025-08-16 23:43:50"
"23.88.57.154","c2_meshagent","443","Critical/Critical","de","2025-08-17 02:32:19"
"87.193.224.4","c2_meshagent","443","Critical/Critical","de","2025-08-16 23:58:11"
"13.37.220.47","c2_havoc","443","Critical/Critical","fr","2025-08-12 12:31:51"
"217.76.49.39","c2_metasploit","3790","Critical/Critical","de","2025-08-16 12:13:03"
"20.188.119.195","c2_havoc","443","Critical/Critical","sg","2025-08-16 16:22:04"
"31.207.45.151","c2_metasploit","3790","Critical/Critical","nl","2025-08-16 12:55:55"
"91.239.65.14","c2_meshagent","443","Critical/Critical","ua","2025-08-16 23:52:18"
"46.62.161.76","c2_mythic","80","Critical/Critical","de","2025-08-16 11:53:07"
"77.90.15.67","c2_mythic","443","Critical/Critical","de","2025-08-16 17:31:06"
"195.90.209.113","c2_metasploit","3790","Critical/Critical","de","2025-08-16 07:29:51"
"87.106.165.178","c2_meshagent","443","Critical/Critical","de","2025-08-16 23:48:34"
"221.214.111.106","c2_metasploit","443","Critical/Critical","cn","2025-08-16 14:30:33"
"20.51.209.18","c2_metasploit","3790","Critical/Critical","us","2025-08-16 09:14:46"
"66.115.138.116","c2_mythic","443","Critical/Critical","us","2025-08-16 18:25:09"
"45.154.14.198","c2_metasploit","3790","Critical/Critical","hk","2025-08-16 21:40:32"
"210.50.103.122","c2_meshagent","80","Critical/Critical","au","2025-08-16 23:56:10"
"45.8.148.165","c2_metasploit","3790","Critical/Critical","de","2025-08-16 21:40:32"
"217.114.222.10","c2_metasploit","3790","Critical/Critical","de","2025-08-16 10:22:16"
"210.255.57.172","c2_metasploit","3790","Critical/Critical","jp","2025-08-16 12:13:03"
"207.148.14.209","c2_mythic","443","Critical/Critical","us","2025-08-16 17:34:38"
"150.136.180.112","c2_mythic","80","Critical/Critical","us","2025-08-16 11:24:25"
"45.84.196.162","c2_mythic","443","Critical/Critical","de","2025-08-16 22:27:39"
"38.242.144.116","c2_metasploit","3790","Critical/Critical","de","2025-08-16 18:25:28"
"195.209.248.137","c2_metasploit","3790","Critical/Critical","ru","2025-08-16 07:29:51"
"194.69.162.205","c2_havoc","443","Critical/Critical","tr","2025-08-16 05:50:48"
"87.242.87.195","c2_meshagent","80","Critical/Critical","ru","2025-08-16 23:45:41"
"91.142.69.204","c2_meshagent","80","Critical/Critical","it","2025-08-17 00:05:17"
"45.137.205.100","c2_mythic","443","Critical/Critical","nl","2025-08-17 20:56:31"
"52.65.18.219","c2_meshagent","443","Critical/Critical","au","2025-08-17 21:45:43"
"83.142.198.220","c2_mythic","443","Critical/Critical","pl","2025-08-17 20:46:16"
"45.125.67.147","c2_metasploit","3790","Critical/Critical","hk","2025-08-17 00:45:41"
"49.12.224.107","c2_metasploit","3790","Critical/Critical","de","2025-08-17 00:07:30"
"204.12.233.125","c2_havoc","443","Critical/Critical","us","2025-08-14 21:49:59"
"54.174.28.232","c2_mythic","443","Critical/Critical","us","2025-08-17 10:43:27"
"64.255.203.222","c2_metasploit","3790","Critical/Critical","us","2025-08-17 10:25:34"
"52.43.135.199","c2_mythic","443","Critical/Critical","us","2025-08-17 21:12:05"
"87.127.46.49","c2_meshagent","80","Critical/Critical","gb","2025-08-17 21:48:25"
"87.106.59.186","c2_meshagent","80","Critical/Critical","de","2025-08-17 21:43:21"
"46.101.95.235","c2_metasploit","3790","Critical/Critical","gb","2025-08-17 00:45:40"
"63.250.44.135","c2_mythic","443","Critical/Critical","us","2025-08-17 16:48:31"
"52.188.13.228","c2_metasploit","3790","Critical/Critical","us","2025-08-17 00:06:03"
"92.222.241.75","c2_metasploit","3790","Critical/Critical","fr","2025-08-17 18:22:45"
"68.238.54.74","c2_mythic","443","Critical/Critical","us","2025-08-17 21:17:22"
"198.167.207.76","c2_havoc","443","Critical/Critical","se","2025-08-12 10:03:19"
"47.245.101.46","c2_mythic","443","Safe/Safe","sg","2025-08-17 11:20:54"
"43.134.17.236","c2_metasploit","3790","Critical/Critical","sg","2025-08-16 21:40:13"
"35.75.228.75","c2_havoc","443","Critical/Critical","jp","2025-08-16 11:25:10"
"77.92.95.143","c2_metasploit","3790","Critical/Critical","gb","2025-08-17 11:06:30"
"98.83.143.138","c2_mythic","443","Critical/Critical","us","2025-08-17 21:02:08"
"64.23.157.9","c2_havoc","443","Critical/Critical","us","2025-08-16 15:12:19"
"5.101.84.173","c2_havoc","443","Critical/Critical","ru","2025-08-08 12:36:45"
"173.249.45.65","c2_havoc","443","Critical/Critical","fr","2025-08-08 10:02:28"
"34.70.249.1","c2_mythic","80","Low/Low","us","2025-08-17 14:51:27"
"52.77.246.141","c2_meshagent","80","Critical/Critical","sg","2025-08-17 21:38:01"
"23.227.172.141","c2_meshagent","80","Critical/Critical","us","2025-08-17 22:54:18"
"47.94.225.128","c2_metasploit","3790","Critical/Critical","cn","2025-08-17 02:27:51"
"74.163.97.231","c2_havoc","80","Critical/Critical","br","2025-08-14 20:38:20"
"34.219.200.70","c2_havoc","443","Critical/Critical","us","2025-08-11 06:29:24"
"88.255.130.5","c2_meshagent","80","Critical/Critical","tr","2025-08-17 22:05:39"
"34.81.132.39","c2_metasploit","3790","Critical/Critical","tw","2025-08-17 18:22:43"
"8.222.237.70","c2_havoc","443","Critical/Critical","sg","2025-08-13 18:41:39"
"63.210.148.42","c2_metasploit","3790","Critical/Critical","us","2025-08-17 10:22:39"
"54.242.171.49","c2_havoc","443","Critical/Critical","us","2025-08-17 18:35:48"
"8.219.136.28","c2_mythic","443","Critical/Critical","sg","2025-08-17 15:55:27"
"86.49.147.23","c2_meshagent","443","Critical/Critical","cz","2025-08-17 21:39:14"
"45.76.234.162","c2_meshagent","80","Critical/Critical","us","2025-08-17 21:59:39"
"87.106.216.181","c2_meshagent","443","Critical/Critical","de","2025-08-17 21:56:53"
"23.92.20.65","c2_havoc","443","Critical/Critical","us","2025-08-17 21:19:05"
"81.169.203.77","c2_mythic","80","Critical/Critical","de","2025-08-17 20:11:33"
"88.214.25.246","c2_metasploit","3790","Critical/Critical","de","2025-08-17 18:22:45"
"34.160.137.166","c2_mythic","80","Critical/Critical","us","2025-08-17 17:07:30"
"45.154.14.198","c2_metasploit","3790","Critical/Critical","hk","2025-08-16 21:40:32"
"87.106.253.167","c2_meshagent","80","Critical/Critical","fr","2025-08-17 21:48:31"
"93.93.129.174","c2_mythic","443","Critical/Safe","gb","2025-08-17 13:13:07"
"46.62.161.76","c2_mythic","80","Critical/Critical","de","2025-08-17 10:50:19"
"89.111.133.213","c2_metasploit","3790","Critical/Critical","ru","2025-08-17 18:57:41"
"65.181.112.236","c2_mythic","443","Critical/Critical","us","2025-08-17 20:30:09"
